,ReviewID,Cochrane_Title
1364,CD010119,"The year-long effect of HIV-positive test results on pregnancy intentions, contraceptive use, and pregnancy incidence among Malawian women"
1365,CD005525,The effect of zinc supplementation in insulin resistance in obesity women.
1366,CD007544,Increased satisfaction with care and lower costs: results of a randomised trial of in-home palliative care
1367,CD004396,In-home respite intervention reduces plasma epinephrine in stressed Alzheimer caregivers
1368,CD008295,Felbamate: a double-blind controlled trial in patients undergoing presurgical evaluation of partial seizures
1369,CD000036,Long-term hospitalization and beta-mimetic therapy in the treatment of intrauterine growth retardation of unknown etiology
1370,CD005203,Efficacy and safety of hydrolyzed cow milk and amino acid-derived formulas in infants with cow milk allergy
1371,CD007747,Efficacy and safety of vardenafil for kidney transplant recipients with erectile dysfunction
1372,CD002811,A prospective randomized study comparing coasting with GnRH antagonist administration in patients at risk for severe OHSS
1373,CD006863,Protein restriction affects fat intake and serum lipids in children with chronic renal failure
1374,CD006245,Education of children with epilepsy and their parents by the Modular Education Program Epilepsy for Families (FAMOSES) - results of an evaluation study
1375,CD003949,Paint-only is equivalent to scrub-and-paint in preoperative preparation of abdominal surgery sites
1376,CD008602,Conservative management of idiopathic clubfoot: Kite versus Ponseti method
1377,CD004212,"Physiological, hormonal, and behavioral responses to a single fentanyl dose in intubated and ventilated preterm neonates"
1378,CD003504,Endovascular brachytherapy for prophylaxis of restenosis after femoropopliteal angioplasty : results of a prospective randomized study
1379,CD007519,Effect of neurolytic celiac plexus block guided by computerized tomography on pancreatic cancer pain
1380,CD005315,Inhalation aromatherapy during radiotherapy: results of a placebo-controlled double-blind randomized trial
1381,CD009490,A clinical evaluation of the Nimbus 3 alternating pressure mattress replacement system
1382,CD001099,"Randomized trial of intra-arterial recombinant tissue plasminogen activator, intravenous recombinant tissue plasminogen activator and intra-arterial streptokinase in peripheral arterial thrombolysis"
1383,CD005328,Intra-articular hyaluronic acid compared to intra-articular triamcinolone hexacetonide in inflammatory knee osteoarthritis
1384,CD007296,Effects of immediate modified feeding on infantile gastroenteritis
1385,CD006555,Long-term effects of specific stabilizing exercises for first-episode low back pain
1386,CD003546,"Sildenafil in the treatment of antipsychotic-induced erectile dysfunction: a randomized, double-blind, placebo-controlled, flexible-dose, two-way crossover trial"
1387,CD005052,Effectiveness of Sengmai oral liquid on left ventricle function and exercise tolerance for dilated cardiomyopathy
1388,CD008681,A randomized comparison of different methods of analgesia in abortion using manual vacuum aspiration
1389,CD009307,Single vs. multiple drug prevention: Is more always better? A pilot study
1390,CD006784,Double-blind comparison of oral gentamicin and nalidixic acid in the treatment of acute shigellosis in children
1391,CD003917,Effects of verapamil on anthracycline-induced cardiomyopathy: preliminary results of a prospective multicenter trial
1392,CD009308,A randomised trial of Parents Who Care: effects on key outcomes at 24-month follow-up
1393,CD005571,Role of antibiotic prophylaxis for wound infection in percutaneous endoscopic gastrostomy (PEG): result of a prospective double-blind randomized trial
1394,CD002842,Computerized working memory training after stroke - a pilot study
1395,CD001707,Internal fixation versus hemiarthroplasty for the displaced subcapital fracture of the femur: a prospective randomised study
1396,CD004827,Prevention of antibiotic-associated diarrhea in infants by probiotics
1397,CD003582,Clinical trial of induction of labor versus expectant management in twin pregnancy
1398,CD006690,"Efficacy of Bofu-Tsusho-san, an oriental herbal medicine, in obese Japanese women with impaired glucose tolerance"
1399,CD003941,The flu shot study: using multiattribute utility theory to design a vaccination intervention
1400,CD007096,No beneficial effect of low-dose fetal intravenous gammaglobulin administration in combination with intravascular transfusions in severe Rh D haemolytic disease
1401,CD005613,"A comparison of bedtime insulin glargine with bedtime neutral protamine hagedorn insulin in patients with type 2 diabetes: subgroup analysis of patients taking once-daily insulin in a multicenter, randomized, parallel group study"
1402,CD007176,Effect of folic acid and B vitamins on risk of cardiovascular events and total mortality among women at high risk for cardiovascular disease: a randomized trial
1403,CD008133,"Public, decentralized, and community health networks in Bolivia"
1404,CD009163,A comparative study of azithromycin and pseudoephedrine hydrochloride for otitis media with effusion in children
1405,CD001706,"Displaced intracapsular hip fractures in fit, older people: a randomised comparison of reduction and fixation, bipolar hemiarthroplasty and total hip arthroplasty"
1406,CD009098,Positive end-expiratory pressure setting in adults with acute lung injury and acute respiratory distress syndrome: A randomized controlled trial
1407,CD002049,Laser therapy of rheumatoid arthritis
1408,CD006717,Effects of taping on pain and function in patellofemoral pain syndrome: a randomized controlled trial
1409,CD003326,"A randomized, clinical trial comparing butylcyanoacrylate with octylcyanoacrylate in the management of selected pediatric facial lacerations"
1410,CD002990,Quality of life assessment after patient education in a randomized controlled study on asthma and chronic obstructive pulmonary disease
1411,CD006963,Vertical ramus versus sagittal split osteotomies: comparison of stability after mandibular setback
1412,CD004085,Comparison of prone positioning and high-frequency oscillatory ventilation in patients with acute respiratory distress syndrome
1413,CD005008,Sequenced compared with simultaneous anthracycline and cyclophosphamide in high-risk stage I and II breast cancer: final analysis from INT-0137 (S9313)
1414,CD009890,"A multicenter, prospective, randomized, controlled trial of open reduction - internal fixation versus total elbow arthroplasty for displaced intra-articular distal humeral fractures in elderly patients"
1415,CD000424,Management of completed strokes with Dextran 40. A community hospital failure
1416,CD003023,Comparative Cocaine Abuse Treatment Strategies: Enhancing Client Retention and Treatment Exposure
1417,CD003915,Multidrug treatment of advanced and recurrent endometrial carcinoma: a Gynecologic Oncology Group study
1418,CD004973,Improvement of pain and function after arthroscopy and arthrocentesis of the temporomandibular joint: a comparative study
1419,CD006667,Lung recruitment manoeuvres are effective in regaining lung volume and oxygenation after open endotracheal suctioning in acute respiratory distress syndrome
1420,CD009223,Intramuscular diazepam in labour. A double-blind trial in multiparae
1421,CD003534,Suppression of hypothalamic-pituitary-adrenal axis activity with inhaled flunisolide and fluticasone propionate in adult asthma patients
1422,CD003794,Lack of interaction between disease severity and therapeutic response with budesonide/formoterol in a single inhaler [Abstract]
1423,CD007787,Mebendazole and metronidazole in giardial infections
1424,CD007477,"Evaluation of deferasirox (Exjade (R), ICL670) therapy in patients with transfusional iron overload who achieve serum ferritin (SF) <= 1000 ng/mL in long-term studies"
1425,CD004213,Ibuprofen and cerebral oxygenation and circulation
1426,CD003020,A primary preventive approach to children's drug refusal behavior: the impact of Rehearsal-Plus
1427,CD004351,Management of severe hypertension in the postpartum period with intravenous hydralazine or labetalol: a randomized clinical trial
1428,CD000491,Comparison of single dose with a 5-day course of trimethoprim for asymptomatic (covert) bacteriuria of pregnancy
1429,CD007044,Cost effectiveness of extracorporeal shock wave lithotripsy and percutaneous nephrolithotomy for medium-sized kidney stones. A randomised clinical trial
1430,CD002229,Implementation of the womens health initiative study design
1431,CD004022,Natriuresis-pressure relationship in polycystic kidney disease.
1432,CD008664,Randomised phase III clinical trial of five different arms of treatment in 332 patients with cancer cachexia
